userName,content,score
taufiq hidayat,barang original👍,5
Adhe Rizal,Cepat mudah terpercaya,5
Lia Nurmalasari,"Sangat kecewa dengan pelayanan Zalora dalam hal refund dana, dana saya sampai sekarang belum kembali2 saya transaksi pakai debit BTN karena waktu itu ada promo dari bank BTN, lalu saya tidak cocok dengan barangnya, dan saya refund dari bulan Februari sd sekarang bulan Juni dana saya belum saya terima, saya email terus menerus tapi tetap sama responya dana telah ditransfer. Ini gimana buat kecewa pelangggan kalo seperti ini, tolong dicek dech di pembukuannya apakah benar itu dana sdh ditarik.",1
Nama Coi,Ok,5
Kafi Anwar,"Bukan sekali duakali belanja disini, tapi kali ini dibikin kapok. Barang diantar tidak sesuai alamat, padahal alamat rumah saya sangat jelas. tapi entah diantar kemana sama kurir (zdex), dan laporan bukti foto yg dikirim kurir bukan rumah saya. Kalau diliat dari titik koordinat gmaps foto itu sangat jauh dari rumah saya. Jadi tolong buat Zalora itikad baiknya, segara ditindak lanjuti kasus ini!!",1
Sela Sefriana,"Parah pesen sepatu padahal di official, pesen tanggal 8 dikirim tanggal 15.",1
Ana Rochanah,"Sudah 10 th saya pakai Zalora, artinya saya puas karena setia sampai 10th",5
shinta herlia,tolong dijaga kepercayaan kami yah👍,5
Nazma Hayani,sangat bagus belanja tidak ribet,5
Nimb Rod,Bagus banget,5
Denny Rizki Ilham,mantab diskon promonya beda dari yg lain cuma di zalora original.,5
Alavaro Syarif,ok,5
Rumi Yati,ok,4
Anggreni Pasaribu,aneh bgt sama aplikasinya .biasanya pesen lgsung bisa ini ada masalah eror muluu padahal sinyal baik² aja.mau pesan jd gabisaa .tolong dong diperbaiki lg sistemnya,4
Elmantonius Gowasa,bguz sih,5
Muhammad Hairul anwar,dicoba disek,5
Muhammad Rafi Piroy,"Untuk pertama dan terakhir beli barang di Zalora, gamau lagi, paket baru sampe 2 Minggu, padahal urgent mau di pake barang nya, kapokk, udh gitu ga di kasih double dus , jadi nya dus sepatu yg asli ancur, kedepannya di perbaikin mulai dari pengiriman dan pengemasan, biar costumer ga kapok beli disini lagi.",1
Sapar,ok,5
Riski Alvero,dirham terakhir,4
Khen Zho,oke,5
Silvia Anggreini,Aplikasinya bgus gmpng dpakai & juga simple bnget buat kita mempemudah belnja kualitas brng juga bgus,5
deni susanto,mantap barang nya original gak bakalan ketipu dah belanja disini,5
Muhammad sahron Nst,G suka iklannya muncul trus,1
Rizki Muhammad fadilah,keterangan paket fiman dimana yg jelas jelek amat tiba di hub tujuan kan ga tau di daerah man mannya lelet pula datengnya,1
TippTzy,"Pilihan mode nya banyak, harga nya bersaing Diskonnya bagus",5
Ismaryati Sumaryo,"pertamakali belanja, blm bisa komentar",5
De Wil World,mantap,4
Yoseva Dian,thankyou zalora! suka bangett,5
Gina,baik,5
Khawla Basyar,mantap,5
magnet magnet,Apkah zalora gk ad fitur cicilan ya klw mengunakan cicilan kreditvo tralalu ribet dn limit cuma bisa 100K mau belanja ap msh mending atome tp skrng udh gk tersedia,5
Suryadi Surya,"percaya dengan produk"" nya yg asli",5
cahyo winarno,ok,5
Lenda Kakambong,good🫰,5
Ofi Naga,okey,5
Ibnu feri Prasetiyo,ok,5
Deo Anggara,Pemesanan pengiriman lama padahal dulu cepet prosesnya untuk bantuan complain juga susah soalnya cuma bisa live chat dengan bantuan robot doang,1
Novian Sayitna,bagus,5
Yandi Lbk24,bagus,5
Hasto Adhi Nugroho,Sistemnya eror,1
Rakhaa,Mantap,5
Rahma Jasmine,baik,5
Yudistirakarepouwan Yudistira,menuggu,5
Ellena Lome (Ellena),luar biasa,5
Desy Agustini,"Sebelumnya mudah pakai aplikasi ini, tapi dari akhir bulan Mei sampai saat ini tidak bisa digunakan belanja dgn aplikasi ini hanya bisa lihat² saja, sampai tak instal ulang, restart hp pakai wifi yg koneksinya bagus, trus chat nanya ke cs-nya jawabannya koneksi sama versinya, lha wong versinya udah lebih tinggi trus koneksi udah yg bagus bgt. Masa belanja ajah nga bisa, klik tombol ulangu malah berhenti trus kebalikannya. Entahlah mungkin saya bukan bangsa pasarnya Zalora. Back to offline lha...",3
Mohammad Mujahid,keren keren,5
Kiki Dante,"Ga lagi lagi belanja di Zalora. Pengiriman lama, udah seminggu barang belum sampai! Mana ga bisa di lacak pesanan, kecewa!",1
pooh mutholib,bintanglima,5
Dae Ardiansyah,semoga sesuai harapan,5
Rizal Ali Habsi,Semoga ori bjir,5
Mela,mahal banget ongkir nya,3
SUKITO ITO,easy and simple,5
Mita Gea,Diskon & promo nya banyak🤩,5
Realme C11,beli dizalora barang jaminan original,5
Ht Tri,mhn discountnya lbh banyak,4
Sayfulhuda,oke,5
Tomi Soedarmanto,cepat sekali,5
fajar perdana riski,nice,5
lalu alibamba,sangat bagus,5
Isna Karimah,Paket nya cepet datang asalkan ekpedisinya bukan jne,5
Melia Rahayu,memudahkan untuk berbelanja tanpa keluar rumah,5
Elbina Riz,Model baju beragam dan kekinian,5
Kandar Kandar,Oke,5
Sary Sihombing,Sy kecewa dgn pelayanan zalora paket yg sy kembalikan ditolak dgn alasan alas kaki kotor..ngk ngerti kotornya dimana..waktu brg dtg sy mmg gak sempat unboxing krn biasanya ga pernah ditolak..udh jelas sandalnya kebesaran dan ada riject di bagiian kulit..kok bisa ya sekelas aldo jualan barang yg udah retak2 kulit dalemnya..udh pasti itu stock lama di gudang..gilaa riject gitu aja mehong..mentang2 beli online suka2 dia lah ksh barang..hadeuuuh kecewaaa bgt..auto tutup akun!,1
hakim Ritongah,mantap,5
Amy,"Saya pengguna baru zalora, memesan bbrp produk, tapi sayang barang2 palsu yang dikirim",1
jhendol white,puas belanja disini.produk ori,5
Risman Gunadi,Terima kasih,5
Pasangan WE,mudah2an pengiriman nya tepat waktu,5
Benyamin,Booming,5
Aldi Yusman,mantap,5
Dani Kurnawan. SMKN.2 Kota Bekasi,oke,5
Dendy Kurniawan,Aplikasi sangat mudah sekali di gunakan untuk pemula,5
Astri Ariani,nice,5
Raffi Do,bagus,5
Indra Panjaitan,lumayan bagus,4
Satria Colection,promo dan vouchernya haluuu.. harganya dinaikin dikasih voucher direndahin uk s dan model yg dah habis haluuu,1
Berta Erika,🙏,5
leleyspam Leleyspam,Min tolong donk banned produk hamlin dari zalora Mereka bukanlah penjual barang original Tapi nyomot penjual lain dan ditutupi dengan merek mereka Please aq udh percaya banget sama zalora Please tindak seller begitu🙏🏻 Aq jdiin bintang 5 kalo keluhanku direspon,5
Dicky Nova Hadianto,Barang original semua,5
devina julianingsih,bagus,5
Fajar Fauzy,mantab,4
Ayu Aulia,belanja terasa aman dan nyaman,5
Okeyardi 123,bagus,5
melyana wana pertiwi,"Langganan zalora dari 2014 baru kali ini dapat pengalaman buruk,ini bakal jd orderan terakhir bener2 kapok. Udah dri pengiriman yg lama trs pengajuan tukar size tiba2 pas sdh sampai gudang zalora dikabarin via email blm bisa diproses krn kotak bolong,padahal dri dikemas smpi dikirim ke ekspesidi kotak masih mulus, disuruh cs kirim video unboxing & ku kasih bonus video CCTV rumah ku pada saat ngemas kotak masih mulus,tp ga jg mempercepat proses tetap harus nunggu investigasi,refund dana jg lambat",1
Andreas Sembiring,keren,5
rudi rudi,E-commerce dengan produk original dan harga yg lebih murah.,5
Anya,Tolong tambahkan fitur pembatalan pesanan karena sulit buat membatalkan pesanan dan lama menunggu customer service nya padahal saya mau membatalkan belum ada 2 jam setelah saya checkout pesanan,2
Nabilla Azahra,"jelek, gbsa di return katanya ya ampun",1
Ira Setia,bagus,5
FAISAL MARZUHANDO. Tj,gud,5
Heppi “R. Margiantoro” Sallalu,Qualitas barang ok & asli..,5
「ARM」 Armin_Syafri,Diskon & Promonya banyak sekali,5
Ubay Chnnel,bagus bagus barang nya,5
Jali,sangat bermanfaat,5
Taufiqir Taufiq,Belanja disini mantap vip free ongkir 1 tahun,5
Kamelia Kamelia,pelayanan belanja online yang sangat mudah semoga lebih baik lagi kedepannya dan pengiriman barang yang aman sampai dgn baik yaa Terima kasih Zalora atas bantuan belanja online nya tingkat kan terus ya..,5
dino turangan,Harap di perbaiki lagi tidak bisa mengajukan pembatalan pesanan yg baru di pesan kalau milasnya salh alamat juga ngk bisa di ganti,1
Hartono Tono,good,5
Mes Trada,sangat baik,5
Sapii Pii,bagusnya,5
Anugrah Siarra,"Saya sudah langganan Zalora 6 tahun.kadang barangnya bagus,kadang juga tidak bagus.tergantung harganya.hahaha",3
Shindita Meli,good,5
siswo mardhani,Baik sekali best,5
erna marlena,"Belanja ol yg teraman dan ternyaman, g pake ribet,.pengembalian/ penukaran paling gampang prosedur nya..*5",5
ega april winarko,"Tidak ada fasilitas untuk chat admin jd susah kalau ada kendala mau nanya"" nya",2
Hefriani Lingga,Sesuai di Hati,5
Heru Cah-Keb,Ori.....memuaskan,5
Rachma Wati,Saya sangat senang dengan adanya aplikasi shoping dizalora mengenai product dan juga systemnya sangat sangat menyenangkan saya gak perlu harus datang di offline store trimakasih Zalora semoga makin terus berkembang dan maju,5
Felix Tjanggur,Barang2 yg sy ketemukan di Zalora semua keren & good quality...sy cari blazer yg pas body fit msh blm aku dpt.,5
Imam_ mushoffa,diskon&promonya banyak,5
Fitra Purba,Senang banget belanja di Zalora selain barang nya bagus pengiriman nya juga cepat. Udh paling tepat belanja di Zalora.,5
Ahasril@yahoo.com kingkong,"y. x . ,",3
Syafik Muayyad Syafik Muayyad Ramadhan,"saya baru mencoba belanja d Zalora, barang barangnya branded",4
zaenal kongkong,bagus,4
Cindya Agarini,"Belum pernah belanja sih cuman kalau diliat barang2nya disini kurang bervariasi mulai dari pakaian, sepatu, tas dll bentuknya kaku semua kayak barang biasa dengan harga yg lebih mahal, mungkin ori sih cuman ya gitu menurut saya biasa aja",2
Alink Aksari,good,5
Firman Tompul,bagus,5
Lina Mariani,"Tolong pihak zalora, pngiriman. Mhon diperbaiki lg ya, estimasi pesanan saya smpe lewat loh barang blm juga dtang Saya sudah chat via e-mail msih blm ad proses, gimna sih Hrusnya jika tidak ad sistem pembatalan jgn ad ngaret gini dong, udh 2minggu nungguin tuh barang gk sampe juga, klo COD si bodo amat.. Lah itu udh bayar barang gk dtang juga",4
Itsme Dra,original semua keren,5
Giskha Fahrezi,Fcfzx CRV vs hSemangaaat kerjanya ayah 🥰😍🤭😁🙏😁💣🚌😁,5
Amiruddin Amd,mantap,5
Nur Hamidhah,"jujur bagus banget pakee apk ZALORA ini,",5
Muliyadiredalz Cmr,Ok mantap,5
Agustinus Tupa,kelihatan mewah di Gbr mudah2an sesuai saat terima,5
Bayu Setiawan,Baru pertama kali mencoba belanja di Zalora dan aplikasi nya sangat bagus untuk belanja fashion dan semua kebutuhan pakaian di Zalora ini,5
REJAYA SILANGIT,BRANDED ORIGINAL,5
Fredy Adelbert,👍,5
Paul 1303,"Respon cepat, dan pengiriman free, pelayanan sangat memuaskan",5
H. Amri,Ya lumayan la,5
Supandi Pandi,baru download zalora mudah²an sesuai,5
Sela Anjelina,Apk belanja bagus,5
Air Molek,"Beli barang disini memang sangat""bagus kualitas yang oke bnget, bisa di jadikan toko fashion favorit mu lo",5
Khairudin Daud,semoga bagus barangx,5
Sendy khanna Maydharibu,bagus,5
fachrypita,good,5
sariden 072,siap,5
Asri Adi,mantap,5
Roc_ him14,mantap,5
Puspa Nirmala Putri,"Gila sih zalora ,sya mau mesen tas smiggle anak 1 pcs . Masa masih 1 negara aja ongkir ke kota saya bisa sampai 665rbu Entah gimana kah caranya dia ngitung ongkir itu!",1
Andini Nuramalia,bagus original,5
Azlan wulandari,Zalora keren kali,5
Wira Gusti,Kenapa ya? Saya beli sepatu order size 42 tp yg dikirim size 41? Saya jadi gabisa pakai. Mau kembalikan baarang malah gak dikasi stiker pengembalian barang.,1
Mario samuel “Mario bros” Sulu,The Sulu Kaurow Direktori Sulawesi Utara Minahasa Utara,5
Kadek Kriss,Sangat baik,5
Lesmery,"Berawal dari pengalaman beli baju OL di aplikasi ***** kebanyakan yang dibeli ga sesuai ekspekstasi, jujur saya lebih suka beli pakaian secara langsung biar tahu bahan mana yg bagus dan adem untuk dipakai, alhamdulillah pertama kali tahu aplikasi Zalora waktu magang di Kantor Aerotravel Inna Garuda Jl. Malioboro Jogjakarta tahun 2016, sering scroll2 brand2 pakaian, sprey dll. walaupun awalya cuman niat liat2 doang:) jadi keterusan belanja di Zalora sampai sekarang. Mau belanja di Zalora aja! :)",5
Ahmad Rifai,ZALORA - Fashion Shop Terbaik Aplikasi Terbaik 💯,5
Sri Dewi,Zalora OK,5
Ca Lz,makin bayak diskon,5
Syaifudin Kukuh Prayogo,baik,5
Viky Indra,good,5
Ap Lani Nen,pesan,5
freak king,"Ongkirnya kemahalan,,, mau check out jadi males sekarang,,, kalau dulu enak diatas 300k gratis ongkir,,, sekarang boro boro",4
Faramitta nabila tasya,"Pengembalian dana lama banget, gak sesuai rate ini parah banget sih aplimasi payah",1
Ariemby Fresh,"Biar adil. Pas ramadhan menjelang lebaran dpt promo jam dgn diskon lumayan gede. Tapi pas bln mei 24 ini g sengaja liat promo jam diskon sampai 80%an. Begitu dipesan & ditransfer pelunasannya, tau2 dibatalkan sepihak dari zalora. Sdh gitu refund dananya tdk bisa masuk ke rekening bank kembali, masuknya ke wallet zalora. Hanya bisa buat belanja di zalora. Padahal mau saya pergunakan belanja di tempat lain pas ada promo. Jadi gagal 😮‍💨. Kiranya admin bisa kasi solusi di forum ini. Trmksh🙏",3
hari setiawan,"Zalora produk2 nya keren, udah beberapa kali belanja.. Kualitas Barang nya sesuai sama harganya..😎",5
Fales Fs,"Biasa nya saya bisa melakukan pembayaran cod tapi sekarang tidak bisa lagi, kenapa ya tolon di bantu",5
Ery Erdal,barang bagus semua,5
Sandy Roland8,original store,4
Haryadi Wibowo,ok,5
nayara sasha,keren dan mudah cara pesananx,5
Alfred Mawuntu,mantap,5
Rifa'i,Yaelah daftar VIP ajah sampe nunggu 2 harii,5
fauzannazhar,keren,5
Muhammad Wildan,puas sekali,5
Matel sekoci,good,5
Taufik Rahman,Mantapppp aplikasi tepercaya,5
josua siregar,oke,5
DADON GOAH,ok,5
Nana Regiman,lucu bgt zalora... mesen barang wrn coklat dikirim hitam slh wrn pengembalian dana pick up yg nanggung ongkir pembeli pdhl yg slh penjual ga beres bgt... mau chat live agent susah minta ampun ga da solusi... rugi waktu rugi biaya kapok belanja dizalora aplikasinya ribet ga bisa komplain yg mau pesen barang hati2 guys,1
ADITYA MAFAID,kreeen bangeeet...aplikasiny ngearahin pengecekan,5
Hengki irawan,"Pesanan saya belum juga diterima walaupun telah melewati tenggat, di chat contact centre / livechat bukannya ngasih solusi tapi bikin bingung",1
Fahri Haris,nice,4
vania Evarista,Bagus,5
Sri Haryati,"Barang branded original, cuma sekarang koq pebgiriman lama yaaa... tdk seperti dulu",5
ichal liem,Sangat terjamin kualitas productnya,5
Vivi Apriana,"paket saya salah alamat dan sampe skrg blm sampai jg. Zalora tidak ada kelanjutan nya, padahal saya sudah email. bad bgt",1
RUDDEC 2941,oke joss,4
Akbar Hbt,"barang barang nya sangat lengkap ini sangat membatu saya, dan harga juga di bawah pasaran dan banyak Diskon.",5
Deris Ezan,"saya kan pesen produk dapat diskon dan gratis ongkir. eh taunya pas paket sudah sampai harus bayar sesuai harga awal yg gak dapat diskon dan gak gratis ongkir. bisa"" nya pihak cs nya bilang dibayar dl sesuai harga awal nanti ditf kembali sisanya. ya kali kalo diganti kalo nggak? gimana? maaf, bukan pelit atau gimana. cuma saya juga kan berburu diskon dan freeong makanya mau coba beli. baru sekali nyoba beli eh lgsg di kecewain. yaudaala fiks. gak beli lagi disini. fiks.",2
Yuli Siswanto,cepat respon,4
Raju Condet,ok,5
Nina Nurjanah,"sekarang aneh, pengembalian barang ga bisa diproses (menu pengembalian udh diclose) padahal masa pembelian blm sampe 30 hari dari barang diterima. chat ce cs jga responnya gabisa ngebantu.",2
Yohanes Rizan Prakosa,Sesuai harapan,5
Agus Ryan,mantap,5
Muhammad Miftah Dhiya'ulhaq,"pertama kali belanja di sini, 5.5 dapet diskon pembelian sepatu lumayan gede. sering2 ya Zalora hehe, produk dijamin original juga mantabb",5
Nizar Zaidan,nihal butuh baju,5
agung rai,mantap,5
irfan ali,kasih 3 dulu ya pengguna baru,3
Andi Rosmiati,"Saya melupakan sandi saya dan tidak dapat mengubah sandi saya, ketika saya diberikan link untuk mengubah sandi saya, link tersebut tidak valid dan dialihkan kembali ke halaman sebelumnya. Saya memesan produk dan ingin membatalkannya karena kesalahan warna tapi pesanan tersebut tidak dapat dibatalkan, sangat kecewaaa",1
Yudi Sumartana,"Barang original,, kereenn",5
Ina Morina S,keren .lebih bnyk promo lagi yaa,5
Robbi Imam syahputra,Jangan la didownload gak jelas pengiriman nya lambat sekali,1
Wijaya Atha,Aplikasi shoping wanita yang kualitas oke harga terjangkau,5
Rachmat Hidayat,bagus,5
Rina Mario,ok,5
Santika Mei,"sudah melakukan konfirmasi pembayaran via bank transfer, sudah hampir 24 jam (kurang 30mnt) tidak ada perubahan status pembayaran (masih belum melakukan pembayaran), uang sdh terkirim. lambat sekali. mana nominalnya lumayan hampir 900rb, kecewa banget. (baru hari ini di update diterima pembayaran stlh 1 hari lebih)",2
Perdana Oetama,smua produk yg di Tawarkan bagus* e sukses full ZaloRa,5
Julius Telaumbanua,prosesnya cepat,5
Intan PW,banyak produk brand dengan hrg diskon.smoga koleksinya terus nambah...,5
Oktavia Feberniawati Harefa,"promo dan diskon di aplikasi ini benar benar mantap, keren sih 👍👍",5
Dian Ariesta Kusumaningrum,Banyakin promo ya heheh,5
Afiqa Varisa,Bagus,5
Raja Hotmartua,sangat bagus,5
Rias,"Update status kurir lama, update pengembalian dana lama, hahh.. pokoknya pengalaman buruk aja yg ada make ini app",1
Ashar,good,5
Faizal akbar,"Pengalaman pertama pesan barang di ZALORA dikasih pengiriman lewat ID express, 2 kali gagal pengiriman padahal kurir nya udh nge WA dan udah di blz, kayaknya kurir nya memang sambir main si, kecewa bangetttttttt kapok order barang di aplikasi ini.",1
Juniarius Sonda,Mantap,5
Cenny Trifke,Kecewa zalora sekarang ada biaya ongkos kirim meski belanja diatas 300rb. Kode voucher juga hanya dapat digunakan untuk brand tertentu padahal dijual oleh zalora sendiri.,4
Irene Awuy,"Skrg harus VIP semua, etalase discn menarik, pas mau CO ehhhharganya normal. All item n all brand sama aja, mau CO harga normal semua.padahal dulu paling enak belanja zalora",2
Ronal Ronal,bagus,5
Latifah Indahwati,"Sering beli disini,,karna barang branded banyak,,kmrn beli gaun buat anak minggu malam saya order sampe rabo status masih proses,,padahal sabtu mau dipake,saya hub csnya,ternyata respon cepat,,jumatpun nyampe,,akhirnya bisa dipake,,saran pengiriman diperbaiki sistemnya,,dipercepat,,karna beberapa kali beli emang agak lama,,tapi ada juga yg cepet,,tapi barang2 dizalora memang bagis ,,gak pernah zonk",5
Asan Cuwix,Good,5
Kopi Hitam,"SEMUA BAGUS, KECUALI OPSI PENGIRIMANNYA. TAMBAH GOSEND/GRABSEND AGAR CEPAT SAMPAI. BLACKLIST JNE.",4
Adade Pritiw,Sangat bermanfaat dan mudah jika inggin mencari dengan brand kesukaan,5
Leo Pangaribuan,good,5
Retno Wati,Sangat membantu untuk berbelanja dan pastinya dengan harga ynag miring. Aplikasinya juga lancar bgt,5
Sidqi Qomariyah26,"Aplikasi cukup membantu, dan semoga tidak berubah dann terus lebihh baikk lagii upgrade aplikasinya",5
Rifky Azzizi,"2 kali pembelian barang pada aplikasi ini, barangnya bagus. namun ekspedisi pengiriman jika barangnya itu dari luar negeri yaitu 1 bulan. aku 1 bulan lebih nunggu baru barang yang dipesan datang. buruknya zalora sih disitu. smoga pihak zalora memperbaiki sistem pengrimin dari luar negeri agar tidak perlu menunggu 1 bulan lebih. pun dipersulit oleh pihak bea cukai indonesia, kami para pelanggan berharap agar ada komunikasi yang memperlancar itu smua. trimakasih",2
Denis Denis,cashbacknya blm bs digunakan knp y,5
Irfandes Yusuf,Udah dari bulan kmrn pesen ga Dateng ²,1
Herman Mansyah,baru nyoba belanja di Zalora. .banyak yg bilang produknya ORI... ternyata bisa cod. seperti sophee dan tiktok juga...mantap mantap...lebih mudah pemesanan dan pembayaranya,5
Weixy,Tidak bisa membatalkan pesanan gimana sih ini,1
Hidayatul Khaer,mantap,5
Ades 1208,"Mengecewakan,pengiriman lama sekali,selalu jauh dari estimasi,order terahir masih belum sampai juga,kapok belanja di Zalora,ini terahir kalinya belanja,mau hapus akun dan applikasi Zalora.",1
Albi Pasha,mantap,5
indah erika ramadhani,"Pesanan saya dr tgl 4 April 2024 smpe skrg udh tgl 23April 2024, blm smpe jg. Smpe saat ini ga ada kejelasan! Customer servicenya parah. Bls email lama, dan jawabannya sll template. Sngt mngecewakan skali zalora!",1
glascco zhao,Mantap,5
bagas apload,Aplikasi ini sangat membatu untuk melakukan belanja secara online,5
Gerard Nahak,baik,5
Nopian Saputra,Mantap,5
Laras,Puas belanja di Zalora ..semua sesuai ekspektasi ..terima kasih Zalora ..sukses selalu,5
Megan Selena,Recomend,5
Mrs. Salimako,Barang berkualitas 👍,5
Fauzan Azzima,"Deskripsi produk terlalu singkat, petunjuk ukuran gak jelas",1
ansyari chaye,Semakin sukses Zalora... tingkatkan terus terutama diskon2 nya 👍😊,5
Agung Wahyudi,Bagus sale nya,5
Jusman Kunang,Sangat puas n baik,5
NL P,Suka kurirnya cepat,5
I Made Wawan Cahyadi,Selama ini belum pernah mengalami kejadian tidak menyenangkan belanja di zalora. Hanya saja mulai banyak brand2 yg meninggalkan zalora entah kenapa.,5
Zahirin Muhammad,memuaskan,5
Restiy Adriany,Lebih bnyak pilihan fashion...Proses penukaran/ pengembalian mudah...,5
kiki narendra,Barang-barang dijamin ori ...no kawe-kawe an,5
susilo Tri cahyo,"Branded original, mencari tidak sekedar branded tapi unik, terbatas dan lebih awal",5
Ahmad Rasyid,Barang dijamin original dan banyak discont nya serta cashback,5
Rifan Rosyidi,"Harga bersainh dengan counter offline, mudah returnya juga",5
Bayu Sasongko,Menyenangkan puas mantap mudah lancar.,5
obey obey,Good,5
Hendri suriadi,ok apa yg di inginkan itu yg akan datang,5
rositta laili,aga laen ini pesanan ga dikirim kirim udah hampir 2 mingguuuu buset kecewa bgt dahlah bye,1
Hasmawati Hasma,ok,5
Tarmizi,good,4
Azhil Raseptian1011,2 minggu lebih pesanan tidak datang Live chat juga susah,1
Sahirul Azmi,mantap,5
Nourmann Ahong,good job,5
muslim moses,👍👍,5
Family AjB,Good,5
rmiov p,"mau nanya banget ini, untuk apa sih di sediakan fitur voucher tapi vouchernya gaada yg bisa dipakai? terlalu banyak syarat dan ketentuan yang harus di ikuti",2
Neng risma Anggraeni,"Aplikasi ini pasti sudah terpercaya, no tipu tipu 🤪",5
Fitri Widiyanti,Sangat disayangkan tdk ada opsi dr walletnya u/ d trf ke rek bank dan sebagainya... trs duit ngendep d akun buat apa klo blm mau belanja. Jebakan banget.,1
M Arie Putra Pratama,"Barang yang diterima mengecewakan dan proses return menyulitkan (pribadi), terimakasih.",1
Mustanja Ahmad,"Skip pertama kali mesen di apk ini , datangnya lama bet g sesuai sama estimasi nya , beda sama apk yg lain 2-3hari sampe",1
Riski wulandari,🥰,5
syahroji shopiyan,Mantep banyak diskonnya bro kaga rugi😂,5
praginara randy,"Pesen barang sudah hampir sebulan belum tahu kejelasannya, pas ditanya di email sabar sabar terus jawabannya, mau pengembalian dana katanya tidak bisa, zalora sekarang gudangnya bikin kecewa",1
ANDI PRASETYO,ok,5
Idris Manu,luar biasa,5
Aceng Zaeni,good product,5
Aprial,Makin lama makin ribet belanja disini live chat lambat pengiriman lambat,1
bady chenel,mantap,5
budi,besttt..,5
Euis Widaningsih,"Sangat disayangkan zaloraku kena bugs, jadi tidak bisa digunakan lagi akunnya",4
Makdalena Kurube,sangat baik,5
Nurul Aini Lamane,"Aplikasi ter-BOBROK sedunia. KECEWA dan KAPOK order di zalora. Bkalan jadi orderan pertama dan trakhir. Order dari tgl 30 maret sampai detik ini tdk ada update (belum dikirim), resi tidak bisa di tracking. Coba hub cs via appnya malah kebanyakan ganti cs tapi ga ada solusi apa2. dibalasnya pun sma bot/AI atau apalah itu, emailpun isi blasannya sama semua cuma copas aja *bot jga yg balas. Gaada vitur cancel. Hati2 utk yg mau blanja mending di pikir2 dlu deh. Ehh btw bnyak korban ya di ulasan wkwk",1
Ati Sumiati,Pesen barang udah hampir satu bulan ga sampai2.. Coba email beberapa kali respon nya hanya begitu saja dan bahkan ga axda respon sama sekali,1
andre pranaja,keren,5
Nur Yanah,"My order 2times never be delivered just because i use cash on delivery , the last time the delivery guy said no chance, he didn't wait for me to solved the problem,he just go. It's very disappointed",3
Safwan Legen,Good,5
Fadli Syah,"Aplikasi sampah , ga bisa chat customer service",2
Ika Dewi,I was used this since Iam living in HK. gorgeous products,5
Santo Santo,"Aplikasi nggak bermutu......kurir terbatas,pengiriman sangat lama...barang dipesan timbul hilang sendiri di aplikasi,aplikasi kont**L..!",1
Sari Gembilan,Pengalaman pertama belanja di zalora terburuk menurut saya update pengiriman ga berubah dan sangat lama apalagi menggunakam ekepedisi HDL gilaaaaakkkk dari tgl 3 sampai tgl 15 paket tidak gerak,2
April.Lingga,good referensi,5
aneukglee,Kualitas nya oke oke...tapi kurir nya kurang ok,1
Muhammad Hawari,"Saya sudah mennungu paket lama sekali, sampai sekarang belum sampai, seharusnya tanggal 5 sudah sampai",1
Alief Baydar,"sangat di rekomendasikan aplikasi ini, kalau kalian ingin membeli barang original dgn harga yg pas bisa nih kalian instal zalora🥰🥰terpercaya zalora kalo barang ori",5
Silvi Kartikasari,Oke.... De Best! 😍😍😍🥰😘,5
purwati purwati,"Pengiriman sangat lemot, menghubungi customer service nya cuma robot yg jawab, sangat payah",1
IWAN WIDJAJANTO,ok,5
Dianmulsep 95,Tidak cocok untuk kalangan menengah ke bawah,3
Jovan Yordan Moula,"bagus banget jadi gampang beli"" barang",5
Firman Andy Nugraha,"Tolong cek email dari saya dan form dari saya, saya mau cancel pesanan saya. Trima kasihh",2
Syakirah,Saya suka sekali belanja barang mahal+original di Zalora terimakasih,5
Faza Reza,lumayan lah ORI semua ok².,5
Agus Fahrudi,ba GU us,5
Mas Hendra,"Parah banget.. Kecewa pesan celana Cardinal Pas datang kaya celana bekas,katanya original..Bikin kapok belanja ajh",1
Ibnu Tuhu Pangestu,PENGALAMAN BELANJA TERBURUK YA ZALORA,1
Chandra 889,mantap,5
Lini 1980,next,1
Tatag Eka Harjana,"PENGIRIMAN TIDAK SESUAI ESTIMASI, JAUH DARI ESTIMASI PENGIRIMAN LAGI. SANGAT TIDAK PUAS",1
Reinhard Sitohang,good app,5
Anto Henry,terpercaya,5
ASENG DJACKY,"Gak usah pake diskon diskon,kalo yang dikirim barang murahan ngerusak nama",1
abdul rohman,👍,5
Shochibul Ichsan,bagus,5
ALDO CHANEL,bolehlah,4
Ratna Roestam,belum tau sih hehe,4
Idham Kimochi,mantap,5
Wahyu Hadiansyah Putra,Pesanan nya sampai tidak sesuai estimasi,1
hairu sufi,"Mending beli di sh*pee mall juga di jamin ORI dan ongkirnya jauh LBH murah, di Zalora ongkirnya kemahalan buat yng tinggal di luar Jabodetabek",2
Nabil Ramadhani,bagus,5
mayadevi yashodara,"belanja di Zalora aman dan lancar aja, pesanan sesuai ,estimasi sampai tepat waktu",5
M. Ali,Stok ukuran sepatu banyak yg kosong,2
Algres Kira,"Parah banget pelayanan nya sangat "" Buruk, mau chat sama customers service nya aja nggak bisa, kirim email juga nggak ada solusi nya🥱🥱 paket saya tuhh saya pesen dari tanggal 5 sampai tanggal 7 belum di proses "", bisa ngak sihhh lebih di tingkat kan lagi",3
